product,sub_product,issue,sub_issue,submitted_via,company,month_year,state,timely,company_response,number_of_complaints
Checking or savings account,Checking account,Managing an account,Banking errors,Referral,NAVY FEDERAL CREDIT UNION,April 2022,IA,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Referral,TD BANK US HOLDING COMPANY,April 2022,NH,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Referral,TRUIST FINANCIAL CORPORATION,March 2022,OK,Yes,Closed with monetary relief,1
Checking or savings account,Checking account,Managing an account,Banking errors,Referral,TRUIST FINANCIAL CORPORATION,November 2021,MT,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Referral,WELLS FARGO & COMPANY,April 2022,WA,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,AMERICAN EXPRESS COMPANY,February 2022,IA,Yes,Closed with monetary relief,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",April 2022,AZ,Yes,Closed with monetary relief,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",April 2022,DC,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",April 2022,MA,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",August 2021,VT,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",February 2022,WV,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",September 2021,NH,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,BMO HARRIS BANK NATIONAL ASSOCIATION,April 2022,AZ,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,CAPITAL ONE FINANCIAL CORPORATION,April 2022,DC,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,CAPITAL ONE FINANCIAL CORPORATION,April 2022,OR,Yes,Closed with non-monetary relief,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,CAPITAL ONE FINANCIAL CORPORATION,March 2022,DC,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,CAPITAL ONE FINANCIAL CORPORATION,March 2022,ND,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,"CITIBANK, N.A.",March 2022,KS,Yes,Closed with monetary relief,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,"CITIZENS FINANCIAL GROUP, INC.",March 2022,VT,Yes,Closed with monetary relief,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,COMMERCE BANK,March 2022,KS,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,Chime Financial Inc,April 2022,NM,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,FIRST NATIONAL BANK OF PENNSYLVANIA,April 2022,MD,Yes,Closed with monetary relief,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,"HUNTINGTON NATIONAL BANK, THE",April 2022,MN,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,JPMORGAN CHASE & CO.,April 2022,IL,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,JPMORGAN CHASE & CO.,April 2022,MI,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,JPMORGAN CHASE & CO.,December 2021,MT,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,Lending Club Corp,November 2021,ID,Yes,Closed with monetary relief,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,NAVY FEDERAL CREDIT UNION,April 2022,MA,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,Netspend Corporation,April 2022,MN,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,REGIONS FINANCIAL CORPORATION,April 2022,IA,Yes,Closed with monetary relief,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,REGIONS FINANCIAL CORPORATION,April 2022,MS,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,SYNCHRONY FINANCIAL,April 2022,NH,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,TD BANK US HOLDING COMPANY,January 2022,ME,Yes,Closed with non-monetary relief,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,TRUIST FINANCIAL CORPORATION,April 2022,TN,No,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,U.S. BANCORP,April 2022,MN,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,U.S. BANCORP,April 2022,MO,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,U.S. BANCORP,April 2022,WI,Yes,Closed with monetary relief,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,U.S. BANCORP,February 2022,HI,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,U.S. BANCORP,February 2022,IA,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,U.S. BANCORP,March 2022,IA,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,April 2022,FL,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,WELLS FARGO & COMPANY,April 2022,CA,Yes,Closed with monetary relief,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,WELLS FARGO & COMPANY,April 2022,NM,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,WELLS FARGO & COMPANY,April 2022,UT,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,WELLS FARGO & COMPANY,December 2021,SD,Yes,Closed with non-monetary relief,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,WELLS FARGO & COMPANY,December 2021,WV,Yes,Closed with explanation,2
Checking or savings account,Checking account,Managing an account,Banking errors,Web,WELLS FARGO & COMPANY,February 2022,WV,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,WELLS FARGO & COMPANY,January 2022,NE,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,WELLS FARGO & COMPANY,March 2022,NE,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,WELLS FARGO & COMPANY,November 2021,WV,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,WELLS FARGO & COMPANY,October 2021,WV,Yes,Closed with explanation,2
Checking or savings account,Checking account,Managing an account,Cashing a check,Phone,"BANK OF AMERICA, NATIONAL ASSOCIATION",April 2022,OR,Yes,Closed with monetary relief,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Phone,JPMORGAN CHASE & CO.,April 2022,NY,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Phone,UNITED SERVICES AUTOMOBILE ASSOCIATION,July 2021,MT,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Referral,ALLY FINANCIAL INC.,March 2022,RI,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",April 2022,OK,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Referral,BANK OF HAWAII CORPORATION,October 2021,HI,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Referral,"BANKMOBILE TECHNOLOGIES, INC",February 2022,KS,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Referral,"CITIZENS FINANCIAL GROUP, INC.",April 2022,CT,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Referral,"CITIZENS FINANCIAL GROUP, INC.",March 2022,DE,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Referral,DISCOVER BANK,April 2022,AZ,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Referral,FinCo Services Inc DBA Current,March 2022,OR,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Referral,"HUNTINGTON NATIONAL BANK, THE",April 2022,WI,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Referral,JPMORGAN CHASE & CO.,April 2022,WA,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Referral,"LoanCare, LLC",April 2022,AL,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Referral,"LoanCare, LLC",April 2022,AZ,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Referral,PENTAGON FEDERAL CREDIT UNION,April 2022,VA,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Referral,SYNCHRONY FINANCIAL,February 2022,NE,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Referral,U.S. BANCORP,December 2021,ID,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Referral,WELLS FARGO & COMPANY,April 2022,WA,Yes,Closed with explanation,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",April 2022,NY,Yes,Closed with monetary relief,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Web,CAPITAL ONE FINANCIAL CORPORATION,February 2022,KS,Yes,Closed with explanation,1
